"Date","Austin","Charlotte","Chicago","Columbus","Dallas","Detroit","El Paso","Fort Worth","Houston","Indianapolis","Jacksonville","Los Angeles","New York","Philadelphia","Phoenix","San Antonio","San Diego","San Francisco","San Jose","Seattle"
"2014-05-15",27.8,22.8,13.9,18.9,28.3,19.4,27.2,28.3,26.1,11.1,26.1,36.1,21.7,28.3,37.2,28.3,36.1,28.9,31.7,26.7
"2014-05-16",30.0,21.7,12.2,13.3,30.0,12.2,32.8,30.6,29.4,12.8,25.6,32.8,20.0,21.7,40.0,31.1,33.3,22.2,25.6,20.0
"2014-05-17",30.0,21.7,7.8,13.9,27.8,14.4,34.4,28.3,30.0,12.8,23.3,25.0,21.1,20.6,40.0,30.6,21.7,19.4,22.2,20.0
"2014-05-18",30.0,20.0,15.6,17.8,28.3,20.0,35.6,28.3,29.4,17.2,27.8,21.7,19.4,20.0,38.3,30.0,21.1,20.0,22.2,20.0
"2014-05-19",30.0,23.3,22.2,20.6,30.0,22.2,35.0,30.0,29.4,20.6,27.2,22.2,22.2,23.3,37.8,31.1,19.4,20.0,21.7,21.1
"2014-05-20",31.1,25.6,21.1,25.6,30.6,21.7,33.3,30.6,30.6,25.6,26.1,20.6,25.6,25.0,35.0,31.7,21.1,21.7,22.2,22.2
"2014-05-21",31.7,29.4,30.0,26.1,30.6,30.0,34.4,31.1,30.0,28.9,31.1,21.1,23.3,20.0,32.8,32.8,20.6,21.7,25.0,20.0
"2014-05-22",31.7,31.7,30.0,24.4,31.1,23.3,31.7,30.6,30.6,23.3,32.8,20.6,19.4,26.1,33.3,31.7,19.4,21.1,24.4,24.4
"2014-05-23",30.0,31.1,18.3,21.1,27.8,22.2,32.2,28.3,29.4,22.8,33.9,20.6,21.7,24.4,32.2,28.9,21.7,20.6,24.4,20.0
"2014-05-24",30.0,27.2,17.2,24.4,30.0,26.7,31.7,29.4,31.1,23.3,33.3,20.6,21.1,24.4,32.8,30.6,19.4,19.4,23.3,18.3
"2014-05-25",31.1,27.2,20.0,27.2,30.6,28.3,29.4,29.4,30.6,26.1,31.1,22.2,26.7,27.8,35.6,31.1,22.2,22.2,28.3,15.0
"2014-05-26",25.0,29.4,25.0,28.9,26.7,30.6,31.1,26.7,26.7,28.9,27.8,22.8,30.0,30.6,40.0,23.3,23.3,22.2,27.8,18.3
"2014-05-27",22.8,30.6,31.7,30.6,25.6,28.9,35.0,25.0,24.4,29.4,30.0,23.3,30.0,31.1,41.7,28.3,23.3,20.0,23.3,20.0
"2014-05-28",28.3,31.1,30.0,31.1,28.9,22.2,36.1,28.9,28.9,28.3,32.2,22.8,17.8,23.3,40.0,30.6,21.7,22.2,24.4,18.9
"2014-05-29",31.1,32.2,16.1,27.2,32.2,23.9,35.0,31.7,31.1,27.2,31.1,23.3,18.9,15.6,37.2,32.8,22.2,25.6,28.3,18.9
"2014-05-30",33.9,27.8,20.0,27.2,31.1,26.7,35.0,31.1,31.1,28.9,30.0,23.3,23.9,23.9,41.1,35.0,23.3,18.3,20.6,20.6
"2014-05-31",32.8,27.2,22.8,28.3,31.1,25.6,38.9,30.6,29.4,28.9,29.4,23.3,22.8,25.0,42.2,34.4,23.3,20.0,24.4,23.3
"2014-06-01",31.7,25.6,25.6,30.0,32.2,28.9,38.9,32.8,31.1,30.6,26.1,22.2,25.0,25.6,41.1,32.2,23.3,22.2,26.7,22.2
"2014-06-02",32.8,26.1,32.2,27.2,32.8,29.4,40.0,33.3,31.7,25.6,27.8,20.6,26.7,27.2,43.3,32.2,22.8,19.4,23.9,23.3
"2014-06-03",32.2,30.0,28.3,30.0,32.8,28.3,42.8,32.8,31.1,28.9,28.3,22.8,30.6,31.7,42.2,32.8,24.4,19.4,25.6,18.3
"2014-06-04",32.2,31.7,26.1,21.7,33.3,21.7,41.7,33.3,32.2,26.1,30.6,22.2,27.8,30.6,41.7,33.3,23.3,20.0,26.7,19.4
"2014-06-05",32.8,32.8,18.3,22.8,32.8,25.0,41.7,32.2,33.3,23.9,32.8,21.7,24.4,26.1,41.7,33.3,22.8,21.7,27.2,22.2
"2014-06-06",33.3,30.6,22.2,25.6,32.8,27.2,41.1,33.9,33.3,26.1,34.4,21.1,24.4,25.0,41.7,33.9,21.1,21.7,25.0,25.0
"2014-06-07",33.3,28.9,25.6,27.2,35.0,27.8,38.3,35.6,33.9,26.1,29.4,21.1,27.8,28.9,40.6,34.4,21.7,21.1,26.1,24.4
"2014-06-08",32.8,27.2,27.8,23.3,30.6,24.4,36.7,31.1,33.3,23.9,32.2,22.2,30.0,28.9,40.6,32.2,22.2,30.6,33.3,23.3
"2014-06-09",30.0,30.6,17.8,24.4,26.7,27.2,35.6,27.2,30.6,23.3,33.9,20.6,22.8,27.8,43.3,31.7,21.7,25.0,31.1,21.1
"2014-06-10",32.8,32.8,18.3,23.3,29.4,25.6,37.2,28.9,30.6,21.1,33.3,21.7,25.0,30.0,42.8,34.4,21.1,22.8,25.0,20.0
"2014-06-11",35.0,29.4,15.6,26.7,35.0,27.2,38.9,34.4,34.4,23.9,30.0,22.2,21.1,22.2,41.1,35.0,23.3,22.8,26.1,23.9
"2014-06-12",34.4,28.3,18.3,23.9,29.4,26.1,37.8,28.3,34.4,26.7,30.6,21.7,22.8,23.9,41.7,35.6,22.8,19.4,22.2,21.7
"2014-06-13",32.2,29.4,27.2,23.9,31.7,23.3,37.8,31.7,33.3,22.8,32.2,21.1,26.1,30.0,42.2,32.2,22.2,22.8,26.1,15.6
"2014-06-14",31.7,30.0,22.2,24.4,32.8,22.8,37.8,32.2,32.8,23.3,30.0,21.7,23.3,24.4,39.4,32.2,22.8,28.9,31.1,17.8
"2014-06-15",33.9,31.7,25.6,28.3,33.9,27.8,37.2,33.3,33.9,28.3,32.8,22.2,26.7,28.3,38.3,33.9,22.2,21.1,23.3,18.3
"2014-06-16",33.9,32.8,28.9,29.4,34.4,32.8,37.8,34.4,33.3,28.9,31.1,21.7,27.2,31.1,40.6,33.9,22.2,18.3,21.7,17.8
"2014-06-17",34.4,32.8,30.0,32.8,34.4,33.3,37.2,34.4,33.9,31.1,31.1,22.8,31.7,33.9,40.0,33.9,23.3,23.9,25.6,17.8
"2014-06-18",33.9,33.9,32.8,33.3,35.0,28.9,35.6,35.0,31.7,31.1,31.1,22.2,31.7,34.4,37.8,33.9,21.7,30.0,31.1,18.9
"2014-06-19",33.3,33.3,25.6,27.8,35.0,25.6,36.1,33.9,33.3,31.1,31.7,22.2,25.0,27.2,39.4,31.1,23.3,22.2,25.0,25.6
"2014-06-20",33.3,33.9,22.2,28.3,33.9,22.2,35.6,33.9,33.3,28.9,33.9,23.3,26.1,27.8,42.8,33.9,22.8,23.9,28.3,20.0
"2014-06-21",33.3,32.2,29.4,24.4,31.7,26.7,37.2,31.1,33.3,30.0,35.0,23.9,25.6,26.1,42.2,33.9,22.8,18.9,22.2,22.2
"2014-06-22",32.8,31.7,26.1,28.3,27.2,27.2,39.4,27.8,32.2,30.0,34.4,22.8,26.1,28.3,41.7,31.7,22.2,20.0,23.3,25.0
"2014-06-23",31.7,31.1,20.6,32.2,31.1,27.8,37.2,30.6,33.3,31.1,31.1,23.3,27.2,28.3,41.7,35.6,22.2,21.7,25.6,25.0
"2014-06-24",33.9,27.8,28.3,30.0,33.3,28.3,37.2,33.9,33.3,26.1,32.2,23.3,27.2,30.0,40.6,34.4,22.8,20.6,23.9,24.4
"2014-06-25",31.7,30.6,27.8,28.3,30.0,27.2,38.3,30.0,28.3,28.3,33.9,22.8,29.4,32.2,41.7,31.1,22.2,20.6,23.3,26.1
"2014-06-26",30.6,32.2,20.0,28.9,32.2,26.7,38.9,31.7,30.0,30.0,34.4,23.3,29.4,30.6,40.6,31.1,23.9,22.8,25.0,21.1
"2014-06-27",32.8,32.2,21.1,30.6,33.3,28.9,38.3,32.8,32.2,30.0,34.4,24.4,28.3,28.9,39.4,32.8,21.7,23.9,25.6,21.1
"2014-06-28",34.4,29.4,28.3,31.1,32.2,32.2,38.3,32.2,32.2,28.3,35.0,24.4,30.6,30.6,41.7,33.3,22.2,22.8,25.0,20.0
"2014-06-29",35.6,28.9,30.6,30.0,34.4,31.1,41.1,33.9,33.9,27.8,33.3,24.4,28.3,30.0,42.8,34.4,22.2,26.7,30.6,20.6
"2014-06-30",35.0,30.6,30.6,30.0,35.0,31.7,41.7,35.6,33.9,29.4,32.8,23.9,28.9,31.1,42.8,34.4,22.2,27.8,33.3,25.6
"2014-07-01",35.6,32.8,32.2,31.7,34.4,30.6,37.8,34.4,34.4,30.0,32.8,23.9,31.7,33.9,42.8,34.4,23.3,24.4,26.1,34.4
"2014-07-02",36.1,35.0,27.2,28.9,34.4,27.2,33.3,32.2,34.4,26.1,31.7,23.9,32.8,35.6,42.8,33.9,23.9,24.4,27.2,27.2
"2014-07-03",35.0,33.9,21.1,23.3,31.1,23.9,32.8,28.9,34.4,22.8,35.6,24.4,30.6,33.3,42.2,33.9,24.4,22.8,27.2,21.7
"2014-07-04",33.3,30.0,22.8,24.4,33.9,26.1,35.0,33.3,32.8,26.1,32.8,25.6,23.3,25.6,36.7,33.3,25.6,20.0,26.1,23.9
"2014-07-05",33.3,28.9,23.3,25.6,33.3,26.1,36.1,33.9,32.2,26.1,32.2,26.7,27.2,28.3,39.4,33.9,28.3,21.7,27.8,24.4
"2014-07-06",33.9,30.6,26.1,26.1,34.4,28.9,35.0,34.4,31.7,28.3,31.1,26.7,28.9,30.0,40.6,34.4,28.3,20.6,27.8,28.9
"2014-07-07",34.4,32.8,31.1,27.8,37.2,30.6,33.3,37.8,33.9,26.1,33.3,25.0,32.2,33.9,42.2,34.4,27.2,22.2,27.8,27.2
"2014-07-08",35.6,34.4,31.7,28.3,36.1,27.2,35.6,36.7,33.3,27.2,32.8,24.4,32.8,35.0,40.6,35.6,25.6,24.4,26.7,30.0
"2014-07-09",35.6,31.7,27.2,27.8,36.1,26.1,35.6,35.6,35.0,27.2,34.4,24.4,31.1,31.7,38.3,35.6,25.6,23.9,26.7,26.7
"2014-07-10",34.4,29.4,25.0,27.8,36.1,26.7,36.7,36.1,33.9,26.7,32.8,24.4,28.3,30.6,40.6,32.8,25.6,23.3,26.7,28.9
"2014-07-11",34.4,30.6,23.9,28.9,35.6,27.2,36.1,35.0,34.4,27.2,31.7,23.3,30.0,32.2,41.7,33.9,25.6,22.2,24.4,31.1
"2014-07-12",35.6,32.8,27.8,30.0,36.7,30.0,33.9,36.7,34.4,26.7,26.1,23.9,29.4,31.7,43.3,35.0,25.0,20.6,22.8,32.2
"2014-07-13",36.1,33.3,26.7,30.6,38.3,30.6,32.8,38.3,35.6,28.9,31.1,25.0,28.3,32.8,43.3,36.1,23.3,20.0,25.0,29.4
"2014-07-14",37.2,35.6,30.0,28.3,38.3,29.4,35.6,39.4,35.6,29.4,33.3,23.9,28.9,32.2,39.4,37.2,23.9,24.4,30.0,27.8
"2014-07-15",33.9,34.4,26.7,23.3,34.4,23.9,34.4,33.3,31.7,21.7,32.8,23.9,30.0,32.8,39.4,35.6,22.2,27.2,28.3,31.1
"2014-07-16",34.4,29.4,21.7,22.2,32.8,22.2,35.6,31.7,32.2,22.2,31.7,24.4,27.2,28.3,41.7,35.0,25.0,25.6,28.3,31.1
"2014-07-17",33.3,28.9,21.7,24.4,26.7,26.1,36.7,25.6,31.7,25.0,31.7,24.4,27.2,28.9,40.6,35.6,25.0,23.3,25.6,26.7
"2014-07-18",26.1,28.3,24.4,25.0,25.6,26.7,37.2,23.9,30.6,25.6,30.6,23.9,27.2,28.9,40.6,28.3,25.6,23.3,24.4,23.9
"2014-07-19",30.0,23.3,26.1,21.7,25.0,22.2,40.0,25.6,29.4,25.0,31.7,22.2,24.4,27.2,40.0,32.2,23.3,23.3,25.6,25.6
"2014-07-20",35.0,28.3,26.7,27.2,33.3,26.7,40.0,33.3,33.9,27.2,33.3,24.4,26.7,27.8,41.1,35.0,25.0,25.6,25.6,19.4
"2014-07-21",36.1,25.0,27.2,29.4,36.1,30.0,38.9,36.7,35.6,29.4,31.1,24.4,29.4,30.0,41.7,35.0,26.1,24.4,26.1,23.9
"2014-07-22",36.1,29.4,30.6,32.2,36.7,33.3,38.3,35.6,35.6,31.1,31.7,25.0,30.0,31.1,45.0,35.0,25.0,25.0,26.1,21.1
"2014-07-23",36.1,32.2,32.8,27.2,35.6,28.3,35.6,35.0,35.0,24.4,33.9,26.7,31.1,33.9,45.6,36.1,27.2,24.4,25.6,18.9
"2014-07-24",34.4,31.7,22.2,24.4,35.0,26.1,36.7,35.6,34.4,24.4,33.9,27.2,26.7,28.3,46.7,34.4,27.2,28.3,29.4,20.6
"2014-07-25",36.1,30.0,22.8,25.6,37.8,26.7,37.8,37.8,35.0,23.3,34.4,28.9,27.8,28.9,42.8,35.0,25.0,32.2,34.4,22.8
"2014-07-26",37.2,31.7,25.6,28.3,38.3,29.4,39.4,38.9,35.0,27.8,33.3,24.4,27.2,27.2,42.2,36.7,25.0,25.0,31.1,26.1
"2014-07-27",37.2,32.2,26.7,26.1,39.4,30.6,37.2,39.4,36.1,29.4,35.0,24.4,29.4,32.8,40.0,36.7,26.7,25.0,30.0,28.3
"2014-07-28",37.8,32.2,30.0,22.8,36.1,22.2,34.4,35.0,37.2,22.8,35.6,26.7,27.8,28.9,41.7,36.1,28.9,23.3,27.8,30.6
"2014-07-29",36.7,28.3,20.6,21.1,30.0,23.9,31.7,28.3,33.3,23.9,34.4,25.6,24.4,24.4,43.3,37.2,29.4,22.8,28.3,30.0
"2014-07-30",36.1,29.4,25.6,24.4,32.2,25.6,38.3,32.2,34.4,25.6,33.3,27.8,26.7,26.7,43.9,36.1,27.2,22.2,27.8,29.4
"2014-07-31",36.7,25.6,24.4,27.2,28.9,27.8,32.2,27.2,34.4,26.7,33.9,25.0,27.8,30.0,42.8,36.1,27.2,22.2,26.7,30.6
"2014-08-01",32.8,21.1,29.4,28.3,27.8,29.4,25.6,28.9,30.6,27.8,33.9,25.0,28.9,28.3,37.2,34.4,25.6,22.2,27.8,28.9
"2014-08-02",32.2,22.2,28.9,23.9,32.2,27.2,26.7,31.7,27.8,27.8,32.8,25.6,23.3,25.0,38.9,33.3,25.6,20.6,23.9,29.4
"2014-08-03",34.4,30.0,26.7,27.8,33.9,28.3,29.4,33.3,31.7,28.9,31.7,25.6,24.4,25.0,39.4,35.6,24.4,21.1,23.3,31.7
"2014-08-04",34.4,30.6,29.4,29.4,34.4,31.1,31.1,34.4,33.3,29.4,29.4,26.1,28.9,28.9,40.6,36.1,27.2,23.9,26.1,32.8
"2014-08-05",36.7,31.1,29.4,28.9,36.7,26.7,33.3,36.7,33.3,27.2,33.3,23.3,32.2,32.2,40.6,36.1,25.6,23.3,26.7,25.0
"2014-08-06",36.7,31.1,25.0,27.8,37.8,26.7,35.0,38.3,34.4,26.1,34.4,22.2,28.3,27.8,42.2,37.8,24.4,25.0,29.4,26.1
"2014-08-07",39.4,31.1,24.4,26.7,37.2,29.4,34.4,38.3,35.0,25.6,35.0,23.9,28.3,28.9,40.6,38.9,24.4,21.1,25.6,25.6
"2014-08-08",38.3,27.2,25.6,27.8,40.0,26.7,31.7,40.6,36.1,23.3,34.4,23.9,28.3,27.8,40.6,38.9,24.4,23.3,26.7,25.6
"2014-08-09",37.8,28.9,26.7,28.9,38.9,27.2,31.7,39.4,34.4,28.3,35.0,23.9,30.6,30.0,40.0,37.2,25.0,21.1,23.9,27.2
"2014-08-10",38.9,22.8,25.6,30.0,38.3,29.4,33.3,38.9,34.4,28.9,33.3,24.4,31.1,31.1,40.0,37.2,25.6,25.0,26.7,30.6
"2014-08-11",39.4,29.4,25.6,28.3,36.7,23.9,29.4,35.0,36.1,27.8,33.3,23.9,30.6,29.4,42.8,38.9,26.7,26.1,26.1,35.6
"2014-08-12",37.8,31.7,26.1,26.7,35.0,26.7,30.0,33.9,36.1,21.7,31.7,24.4,26.1,26.1,36.7,37.2,25.6,25.0,26.1,27.2
"2014-08-13",36.7,28.9,20.0,25.0,35.0,26.1,33.3,33.9,34.4,26.1,30.0,23.3,27.8,29.4,35.0,38.3,25.6,25.0,27.2,23.3
"2014-08-14",37.2,28.3,27.8,23.9,35.0,22.8,32.8,35.0,33.9,27.2,32.8,24.4,25.0,26.7,38.9,38.3,26.1,23.3,26.1,21.1
"2014-08-15",37.8,30.0,21.1,23.9,37.8,25.0,34.4,37.2,35.6,25.0,31.7,24.4,22.8,25.0,40.0,37.2,26.7,23.3,27.2,24.4
"2014-08-16",38.9,30.0,26.7,26.1,39.4,28.9,35.6,37.2,36.7,23.9,33.9,25.0,25.6,27.2,41.1,38.9,27.8,22.8,26.7,25.6
"2014-08-17",38.3,31.7,28.9,27.8,30.0,26.1,34.4,32.2,36.1,27.2,33.9,25.0,27.8,28.9,42.8,38.3,26.7,22.2,25.0,27.8
"2014-08-18",38.3,32.2,20.0,28.9,32.2,26.1,34.4,32.8,35.6,30.0,33.9,25.0,27.2,28.3,36.7,38.9,25.0,21.1,24.4,29.4
"2014-08-19",36.1,32.2,27.2,31.7,34.4,29.4,33.9,33.9,34.4,30.0,34.4,25.6,28.3,30.6,32.8,36.7,23.3,23.9,26.1,27.2
"2014-08-20",38.3,32.8,29.4,30.6,36.7,29.4,33.3,36.7,35.6,28.3,35.0,25.0,28.9,30.0,36.7,38.3,25.0,22.8,27.2,21.7
"2014-08-21",38.9,33.9,30.6,23.9,37.2,28.3,35.0,37.2,36.7,30.0,36.1,23.9,28.3,28.3,32.2,38.9,25.6,23.3,26.7,21.1
"2014-08-22",38.3,35.0,25.6,28.3,37.8,29.4,26.7,38.3,36.7,30.0,37.2,24.4,26.1,26.1,33.9,38.3,26.1,25.0,27.2,23.9
"2014-08-23",37.8,32.8,29.4,30.6,36.7,26.7,31.7,37.2,36.7,31.1,36.7,24.4,25.0,23.3,36.1,38.3,26.1,23.9,26.1,27.8
"2014-08-24",37.8,27.2,27.2,29.4,37.2,26.7,33.9,37.2,36.7,30.0,32.8,24.4,26.7,28.3,39.4,37.8,25.0,23.9,25.0,25.0
"2014-08-25",38.3,28.3,27.8,30.0,37.8,29.4,28.3,37.8,37.2,32.2,30.0,22.8,31.1,30.0,38.3,38.3,26.1,23.3,25.0,28.9
"2014-08-26",37.8,28.9,31.7,31.1,36.1,33.3,32.2,36.7,36.1,33.9,29.4,25.0,31.7,32.2,37.8,38.3,26.7,23.3,25.0,31.1
"2014-08-27",36.1,30.6,26.1,30.6,34.4,27.8,31.1,35.6,34.4,31.1,31.1,28.3,32.2,31.7,39.4,37.2,28.9,23.3,28.3,28.9
"2014-08-28",36.1,33.3,25.6,25.6,35.6,23.9,34.4,35.6,32.2,28.9,32.2,28.9,27.8,27.2,41.1,36.7,29.4,23.3,27.8,23.3
"2014-08-29",35.6,31.1,23.9,28.9,34.4,25.6,34.4,33.9,32.8,30.6,33.3,25.6,26.7,27.2,42.2,37.2,26.1,21.7,28.3,22.8
"2014-08-30",35.0,32.2,30.6,31.7,34.4,31.1,36.1,33.9,33.3,25.6,32.8,25.0,26.7,27.2,43.9,36.7,26.1,26.7,30.0,17.8
"2014-08-31",35.6,32.8,28.3,26.7,35.0,30.0,37.8,35.6,28.9,28.3,33.9,26.1,32.2,33.9,42.8,36.7,25.0,23.9,27.8,21.1
"2014-09-01",37.8,33.9,30.6,29.4,35.6,30.6,37.2,35.6,33.9,27.8,34.4,26.1,31.1,31.7,42.2,37.2,23.9,28.3,30.0,23.3
"2014-09-02",36.7,34.4,28.3,26.7,36.1,27.8,37.8,36.1,34.4,26.1,33.3,26.1,33.3,33.9,42.8,37.2,25.6,23.3,25.0,20.0
"2014-09-03",37.2,33.9,27.8,29.4,36.1,28.3,37.2,36.1,33.9,28.3,32.8,25.0,30.0,29.4,42.2,36.7,25.6,24.4,26.1,20.6
"2014-09-04",36.1,29.4,28.9,30.6,36.1,31.1,33.9,36.7,33.9,30.6,31.1,24.4,30.6,30.6,41.7,31.1,25.6,24.4,26.7,23.9
"2014-09-05",37.2,31.7,28.9,32.2,36.1,,28.3,36.1,33.9,32.2,31.1,23.9,30.6,31.7,38.3,36.1,26.1,23.9,24.4,27.8
"2014-09-06",36.1,32.2,31.1,25.6,36.7,,28.3,35.0,35.0,22.8,30.0,25.6,32.8,33.9,40.6,35.6,27.2,22.2,24.4,32.2
"2014-09-07",32.8,31.1,22.8,24.4,31.7,,23.3,29.4,35.0,24.4,25.6,27.8,27.2,28.3,40.0,33.9,30.0,21.7,23.3,28.3
"2014-09-08",34.4,22.8,25.6,25.0,34.4,,32.2,34.4,33.3,26.1,31.1,29.4,23.9,23.9,32.2,35.6,32.2,20.0,21.1,21.1
"2014-09-09",36.1,25.0,25.6,27.8,36.7,,32.8,36.7,35.0,27.2,30.0,28.3,22.8,24.4,33.3,36.1,30.0,21.7,23.9,21.7
"2014-09-10",37.8,26.1,27.2,27.2,37.8,,32.8,38.3,35.0,27.8,31.1,25.6,26.7,27.8,36.1,37.2,26.7,27.8,31.1,22.2
"2014-09-11",37.2,31.7,26.7,25.0,31.1,,28.3,30.6,36.1,21.7,32.2,26.7,28.3,28.9,37.8,37.2,27.8,26.1,31.7,24.4
"2014-09-12",36.7,32.2,11.1,17.8,23.3,,24.4,22.2,31.7,17.8,32.2,27.2,25.6,25.6,40.0,36.7,27.8,23.9,29.4,24.4
"2014-09-13",19.4,30.0,12.2,18.3,21.7,15.6,23.3,20.6,25.0,17.2,32.8,27.8,20.6,22.2,37.8,21.1,28.9,23.9,27.8,28.3
"2014-09-14",25.6,20.6,14.4,19.4,27.2,17.8,26.1,25.0,25.0,20.0,32.8,29.4,21.7,20.6,38.9,29.4,29.4,23.3,26.1,30.0
"2014-09-15",31.7,23.9,18.9,22.2,29.4,16.7,26.1,28.3,33.3,18.3,33.3,30.0,21.7,22.2,40.6,32.2,31.1,25.6,25.0,30.6
"2014-09-16",34.4,30.0,17.2,17.8,33.3,20.6,26.7,32.2,32.8,19.4,27.8,32.2,21.1,23.3,33.3,35.0,33.9,27.2,27.2,22.2
"2014-09-17",32.8,23.3,18.3,20.6,34.4,21.1,28.9,33.9,31.7,19.4,31.1,30.6,22.8,23.9,31.7,31.7,30.6,27.8,28.3,22.8
"2014-09-18",32.2,26.7,21.1,22.8,31.7,21.1,21.7,31.1,27.2,22.2,33.3,24.4,24.4,23.3,35.6,35.6,26.7,26.7,26.7,19.4
"2014-09-19",30.0,26.1,19.4,23.3,32.2,19.4,28.3,30.0,28.9,22.8,28.9,25.0,18.9,22.2,36.7,32.2,25.6,23.3,25.0,23.9
"2014-09-20",31.1,27.8,23.3,27.8,33.9,27.2,31.1,32.2,31.7,26.7,25.6,24.4,23.9,26.1,37.2,32.2,25.0,25.0,25.0,24.4
"2014-09-21",32.8,29.4,25.0,25.6,35.0,21.1,31.1,33.9,32.8,23.3,30.6,25.0,23.9,26.1,37.2,34.4,25.6,22.2,23.3,26.1
"2014-09-22",32.8,24.4,18.9,17.2,31.1,17.8,23.9,30.0,33.9,18.9,31.7,22.8,21.7,22.8,38.3,34.4,25.6,25.6,26.1,22.2
"2014-09-23",29.4,18.3,18.3,21.7,29.4,22.8,28.3,28.3,28.9,22.2,27.2,23.3,21.7,22.2,38.9,32.8,25.6,25.0,25.6,18.9
"2014-09-24",28.9,17.8,22.8,25.0,30.6,23.3,30.6,30.0,29.4,24.4,22.2,25.6,21.7,22.8,40.0,30.6,27.8,26.7,26.7,18.9
"2014-09-25",28.9,21.1,23.9,26.1,30.6,22.8,28.9,30.0,26.7,25.6,25.6,25.6,17.8,17.8,39.4,31.7,28.9,23.3,22.8,21.7
"2014-09-26",30.0,21.7,23.9,26.7,31.7,,27.2,30.0,30.0,27.8,27.8,23.9,25.0,25.6,38.3,30.6,25.6,23.3,22.8,20.0
"2014-09-27",27.2,25.6,22.8,26.7,31.1,,26.7,30.6,30.0,27.2,26.1,22.2,28.3,28.9,35.0,25.0,23.9,22.8,23.3,20.6
"2014-09-28",30.6,24.4,23.9,27.8,32.2,,30.0,29.4,31.7,28.3,30.0,24.4,28.9,30.0,30.6,30.6,23.3,24.4,23.9,18.9
"2014-09-29",31.7,21.1,23.3,27.8,31.7,,32.2,31.1,31.7,27.8,26.7,22.8,26.1,24.4,31.7,33.3,23.9,21.7,22.2,16.7
"2014-09-30",32.8,28.3,27.8,17.2,33.3,17.2,30.0,32.8,31.7,21.7,25.0,25.6,21.7,26.1,31.7,33.3,26.7,23.9,24.4,19.4
"2014-10-01",33.9,28.9,14.4,20.6,33.9,18.9,29.4,33.9,33.9,24.4,27.8,23.9,18.3,22.8,32.8,34.4,23.9,30.0,29.4,18.3
"2014-10-02",34.4,29.4,18.9,29.4,34.4,22.2,28.3,33.9,33.9,27.2,29.4,34.4,21.1,22.8,33.3,35.0,32.2,32.8,32.2,19.4
"2014-10-03",28.9,26.1,23.9,22.8,27.8,20.6,28.9,27.2,28.9,22.8,31.1,35.0,21.7,22.2,37.2,32.2,33.9,35.0,32.8,22.2
"2014-10-04",26.7,19.4,16.1,8.9,25.6,12.2,30.6,26.1,25.0,9.4,26.7,31.1,20.6,21.1,37.2,28.9,31.7,33.3,33.3,21.7
"2014-10-05",30.6,18.3,7.8,14.4,29.4,13.3,30.6,29.4,29.4,15.0,22.8,29.4,16.1,16.1,35.6,31.7,31.7,30.6,32.2,23.9
"2014-10-06",32.2,24.4,13.9,15.6,29.4,17.2,29.4,30.0,28.9,19.4,25.6,30.0,20.6,22.2,33.9,33.3,31.1,28.3,31.1,25.6
"2014-10-07",33.9,26.7,16.7,15.6,36.1,16.1,30.6,36.1,32.2,16.7,28.9,30.6,21.7,21.7,32.2,34.4,32.2,22.8,27.2,18.9
"2014-10-08",32.8,30.0,18.3,19.4,31.1,16.7,31.1,32.8,32.2,20.0,31.7,23.9,22.8,23.9,27.8,33.3,27.2,25.6,29.4,20.6
"2014-10-09",33.3,26.7,18.3,13.3,32.8,16.7,30.0,33.9,32.2,13.3,31.1,24.4,20.0,21.1,28.9,34.4,23.9,20.0,23.9,17.2
"2014-10-10",33.9,28.9,16.1,15.0,33.3,16.1,26.7,33.9,32.8,12.2,30.6,22.8,17.8,16.1,31.7,34.4,24.4,20.6,21.7,18.3
"2014-10-11",25.6,30.6,14.4,16.1,18.9,15.6,25.0,17.2,29.4,13.9,31.1,23.3,15.6,13.9,33.3,26.1,25.0,24.4,25.0,18.3
"2014-10-12",25.6,20.0,15.6,19.4,23.9,15.6,28.9,23.9,30.6,16.7,30.0,23.9,17.2,17.8,34.4,26.1,23.9,32.8,30.6,17.8
"2014-10-13",25.0,22.2,16.7,23.9,24.4,22.8,23.3,23.3,29.4,24.4,30.0,23.3,18.3,18.9,32.2,27.8,24.4,31.1,30.6,21.1
"2014-10-14",26.1,27.8,20.0,24.4,25.0,22.8,26.1,24.4,26.1,19.4,31.1,22.2,24.4,26.1,34.4,28.3,24.4,23.3,22.2,16.7
"2014-10-15",30.6,22.8,17.2,18.3,28.9,19.4,28.3,28.9,28.9,13.3,25.6,23.3,25.0,25.0,32.2,31.1,25.0,24.4,22.8,16.1
"2014-10-16",30.0,21.7,12.8,17.8,31.7,19.4,31.1,32.2,30.6,16.1,25.6,22.8,21.7,22.2,33.3,31.7,24.4,22.8,21.7,20.6
"2014-10-17",30.0,23.3,13.9,21.1,31.1,18.3,30.6,28.9,30.0,20.0,26.7,22.8,21.7,22.8,31.7,31.7,23.3,25.0,23.9,16.7
"2014-10-18",30.0,24.4,16.7,13.3,27.2,12.2,26.1,26.7,30.0,12.2,28.9,22.8,21.1,22.2,32.2,31.7,23.3,26.1,25.6,19.4
"2014-10-19",27.8,20.6,10.0,12.2,25.0,11.7,26.7,23.3,27.2,13.3,24.4,22.8,13.3,13.3,34.4,30.0,23.9,23.3,23.9,22.2
